"l4_pcode","date_start","ch_pcfl","ch_sviol","ch_cviol","st_crctrl","st_tactrl","st_confront","st_destroy","al_nviol","al_viol","time","l1_pcode","l1_ar","l1_en","l2_pcode","l2_ar","l2_en","l3_pcode","l3_ar","l3_en","l4_ar","l4_en","p1","p2","p3"
"C5086",2011-05-08,1,0,0,1,0,0,0,0,0,96,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2012-07-09,0,0,1,0,0,1,0,0,0,524,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2012-07-22,0,0,1,0,0,1,0,0,0,537,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2012-06-22,1,0,0,0,0,1,0,0,0,507,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2011-09-09,1,0,0,0,1,0,0,0,0,220,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-07-08,1,0,0,1,0,0,0,1,0,157,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2012-07-03,0,0,1,0,0,1,0,0,0,518,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2011-08-19,1,0,0,0,0,0,0,0,0,199,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-08-03,0,0,0,0,1,0,0,0,0,183,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2012-07-14,0,0,1,0,0,1,1,0,0,529,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2011-08-01,1,0,0,1,0,0,0,0,0,181,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-05-06,1,0,0,1,0,0,0,0,0,94,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2012-03-16,0,1,0,0,0,1,0,0,0,409,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2011-07-03,0,0,0,0,0,0,0,1,0,152,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-04-29,1,0,0,0,0,0,0,0,0,87,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-08-28,0,0,0,0,1,0,0,0,0,208,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-10-12,1,0,0,0,0,0,0,0,0,253,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2012-06-25,0,0,1,0,0,1,0,0,0,510,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2012-04-19,0,0,1,0,0,1,0,0,0,443,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2012-06-12,1,0,0,0,1,0,0,0,0,497,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2011-07-28,1,0,0,0,1,0,0,1,0,177,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-04-15,1,0,0,0,0,0,0,0,0,73,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",1,0,0
"C5086",2012-06-24,0,0,1,0,0,1,1,0,0,509,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,0,1
"C5086",2011-10-07,1,0,0,0,1,0,0,0,0,248,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-11-13,0,0,0,0,0,0,0,1,0,285,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-07-30,1,0,0,0,1,0,0,0,1,179,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5086",2011-08-12,1,0,0,0,1,0,0,0,0,192,"SY09","دير الزور","Deir-ez-Zor","SY0901","مركز دير الزور","Deir-ez-Zor","SY090100","مركز دير الزور","Deir-ez-Zor","دير الزور","Deir-ez-Zor",0,1,0
"C5710",2011-08-16,1,0,0,0,0,0,0,0,0,196,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-11-28,0,0,0,0,0,0,0,1,0,300,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-08-02,1,0,0,0,1,0,0,0,0,182,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2012-03-16,1,0,0,0,1,0,0,0,0,409,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,0,1
"C5710",2012-04-07,0,0,0,0,0,0,0,1,0,431,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,0,1
"C5710",2011-04-29,1,0,0,0,0,0,0,0,0,87,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-08-22,0,0,0,0,0,0,0,1,0,202,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2012-06-05,1,0,0,0,0,0,0,0,0,490,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,0,1
"C5710",2011-07-11,0,0,0,0,0,0,0,1,0,160,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-03-25,1,0,0,0,0,0,0,1,0,52,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",1,0,0
"C5710",2011-11-06,0,0,0,0,0,0,0,1,0,278,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-11-02,0,0,0,0,0,0,0,1,0,274,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-04-22,1,0,0,0,0,0,0,0,0,80,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-11-12,0,0,0,0,0,0,0,1,0,284,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2012-01-06,0,0,0,0,0,0,0,1,0,339,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-03-29,0,0,0,0,0,0,0,1,0,56,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",1,0,0
"C5710",2011-06-21,0,0,0,0,0,0,0,1,0,140,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2011-11-13,0,0,0,0,0,0,0,1,0,285,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2012-01-10,0,0,0,0,0,0,0,1,0,343,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C5710",2012-03-17,0,0,1,0,0,1,0,0,0,410,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,0,1
"C5710",2012-06-01,1,0,0,0,0,0,0,0,0,486,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,0,1
"C5710",2011-05-13,1,0,0,0,0,0,0,0,0,101,"SY11","الرقة","Ar-Raqqa","SY1101","مركز الرقة","Ar-Raqqa","SY110100","مركز الرقة","Ar-Raqqa","الرقة","Ar-Raqqa",0,1,0
"C6034",2011-03-26,1,1,0,0,0,0,0,0,0,53,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",1,0,0
"C6034",2011-09-26,1,0,0,0,1,0,0,0,0,237,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,1,0
"C6034",2011-04-29,0,1,0,0,1,0,0,0,0,87,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,1,0
"C6034",2011-12-09,0,0,1,0,0,1,0,0,0,311,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,1,0
"C6034",2012-07-13,0,0,0,0,1,0,0,0,0,528,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,0,1
"C6034",2012-04-25,0,0,1,0,0,1,0,0,0,449,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,0,1
"C6034",2012-01-18,0,1,0,0,0,0,0,0,0,351,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,0,1
"C6034",2011-11-23,0,0,0,0,1,0,0,0,0,295,"SY12","درعا","Dar'a","SY1200","درعا","Dar'a","SY120005","مزيريب","Mzeireb","طفس","Tafs",0,1,0
"C1006",2011-03-28,0,0,0,0,0,0,0,1,0,55,"SY02","حلب","Aleppo","SY0200","جبل سمعان","Jebel Saman","SY020000","مركز جبل سمعان","Jebel Saman","صقلايا","Saqlaya",1,0,0
"C1121",2012-06-11,0,0,0,0,1,0,0,0,0,496,"SY02","حلب","Aleppo","SY0200","جبل سمعان","Jebel Saman","SY020003","حريتان","Haritan","عندان","Andan",0,0,1
"C1121",2012-07-07,0,0,1,0,0,1,0,0,0,522,"SY02","حلب","Aleppo","SY0200","جبل سمعان","Jebel Saman","SY020003","حريتان","Haritan","عندان","Andan",0,0,1
"C1121",2012-04-06,0,0,0,0,1,0,0,0,0,430,"SY02","حلب","Aleppo","SY0200","جبل سمعان","Jebel Saman","SY020003","حريتان","Haritan","عندان","Andan",0,0,1
"C1121",2011-03-28,0,0,0,0,0,0,0,1,0,55,"SY02","حلب","Aleppo","SY0200","جبل سمعان","Jebel Saman","SY020003","حريتان","Haritan","عندان","Andan",1,0,0
"C1121",2012-07-22,0,0,0,0,0,0,1,0,0,537,"SY02","حلب","Aleppo","SY0200","جبل سمعان","Jebel Saman","SY020003","حريتان","Haritan","عندان","Andan",0,0,1
"C6147",2012-01-13,0,0,0,0,0,0,0,1,0,346,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-03-29,0,0,0,0,0,0,0,1,0,56,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",1,0,0
"C6147",2012-04-07,0,0,0,0,0,0,0,1,0,431,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,0,1
"C6147",2011-12-24,0,0,0,0,0,0,0,1,0,326,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-06-17,1,0,0,0,0,0,0,0,0,136,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-11-12,0,0,0,0,0,0,0,1,0,284,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-11-13,0,0,0,0,0,0,0,1,0,285,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-04-17,1,0,0,1,0,0,0,0,1,75,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",1,0,0
"C6147",2011-08-22,0,0,0,0,0,0,0,1,0,202,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-11-20,0,0,0,0,0,0,0,1,0,292,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-10-30,0,0,0,0,0,0,0,1,0,271,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-05-09,0,0,0,0,0,0,0,1,0,97,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-11-25,0,0,0,0,0,0,0,1,0,297,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2012-03-17,0,0,0,0,0,0,0,1,0,410,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,0,1
"C6147",2011-12-21,0,0,0,0,0,0,0,1,0,323,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-11-26,0,0,0,0,0,0,0,1,0,298,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-07-05,0,0,0,0,0,0,0,1,0,154,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-09-09,1,0,0,0,0,0,0,0,0,220,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-07-20,0,0,0,0,1,0,0,0,1,169,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2012-01-10,0,0,0,0,0,0,0,1,0,343,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-07-01,0,0,0,0,0,0,0,1,0,150,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-04-27,0,0,0,0,0,0,0,1,0,85,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2012-06-05,0,0,0,0,0,0,0,1,0,490,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,0,1
"C6147",2011-06-21,0,0,0,0,0,0,0,1,0,140,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2012-01-06,0,0,0,0,0,0,0,1,0,339,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C6147",2011-06-28,0,0,0,0,0,0,0,1,0,147,"SY13","السويداء","As-Sweida","SY1300","مركز السويداء","As-Sweida","SY130000","مركز السويداء","As-Sweida","السويداء","As-Sweida",0,1,0
"C2342",2011-07-21,1,0,0,1,0,0,0,0,0,170,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-04-01,0,0,0,0,1,0,0,0,0,425,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2011-04-08,1,0,0,0,1,0,0,0,0,66,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",1,0,0
"C2342",2011-06-01,1,0,0,0,0,0,0,0,0,120,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-02-15,0,0,0,0,1,0,0,0,0,379,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2012-01-30,0,0,1,0,1,0,0,0,0,363,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2011-10-24,0,0,0,0,1,0,0,0,0,265,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-03-27,0,0,1,0,0,1,0,0,0,420,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2012-02-19,0,0,0,0,1,0,0,0,0,383,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2012-03-05,0,1,0,0,0,0,0,0,0,398,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2011-10-23,0,0,0,0,1,0,0,0,0,264,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-09-29,0,0,0,0,1,0,0,0,0,240,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-02-29,0,0,0,0,1,0,0,0,0,393,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2011-04-22,1,0,0,1,0,0,0,0,0,80,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-12-01,0,0,0,0,1,0,0,0,0,303,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-01-08,0,0,0,0,1,0,0,0,0,341,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-11-16,0,0,1,0,0,1,0,0,0,288,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-08-16,0,0,0,0,1,0,0,0,0,196,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-07-06,1,0,0,0,0,0,0,0,0,155,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-11-30,1,0,0,0,1,0,0,0,1,302,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-09-18,1,0,0,0,1,0,0,0,0,229,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-06-08,0,0,1,0,0,1,0,0,0,493,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2012-03-29,0,0,1,0,0,1,0,0,0,422,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,0,1
"C2342",2011-10-18,0,0,0,0,1,0,0,0,0,259,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-06-17,1,0,0,0,1,0,0,0,0,136,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-09-23,0,0,0,0,1,0,0,0,0,234,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-05-20,1,0,0,0,0,0,0,0,0,108,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-08-19,1,1,0,0,1,0,0,0,0,199,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-08-31,1,0,0,0,0,0,0,0,0,211,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-10-29,0,0,0,0,1,0,0,0,0,270,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-07-08,1,0,0,0,1,0,0,0,0,157,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-08-23,1,0,0,0,1,0,0,0,0,203,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-09-02,0,0,0,0,1,0,0,0,0,213,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2012-01-06,0,0,0,0,1,0,0,0,0,339,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2342",2011-11-20,0,0,0,0,1,0,0,0,0,292,"SY03","ريف دمشق","Rural Damascus","SY0302","دوما","Duma","SY030201","حرستا","Harasta","حرستا","Harasta",0,1,0
"C2541",2011-08-13,0,0,0,0,1,0,0,0,0,193,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040101","تلدو","Taldu","تلدو","Taldu",0,1,0
"C2541",2011-11-01,0,0,1,0,0,1,0,0,0,273,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040101","تلدو","Taldu","تلدو","Taldu",0,1,0
